url,relative_path,local_html_path,topic,subtopic,title,size_kb,status,timestamp
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/user_management/menu_manager/new_menu_object.htm,user_management/menu_manager/new_menu_object.htm,html/user_management/menu_manager/new_menu_object.htm,user_management,user_management/menu_manager,Menu Objects - Legacy,15,200,2026-02-12T17:06:41.506489
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/configuration/ui_configuration/create_a_screen_set_from_scratch.htm,configuration/ui_configuration/create_a_screen_set_from_scratch.htm,html/configuration/ui_configuration/create_a_screen_set_from_scratch.htm,configuration,configuration/ui_configuration,Creating and Configuring a Screen Set,12,200,2026-02-12T17:06:41.697632
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/user_configuration/enhanced_workbench_designer.htm,user_configuration/enhanced_workbench_designer.htm,html/user_configuration/enhanced_workbench_designer.htm,user_configuration,user_configuration,Enhanced Workbench,36,200,2026-02-12T17:06:41.928620
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/configuration/configure_idcs_user_synchronization.htm,configuration/configure_idcs_user_synchronization.htm,html/configuration/configure_idcs_user_synchronization.htm,configuration,configuration,Configuring Oracle Identity Cloud Service User Synchronization,9,200,2026-02-12T17:06:42.107594
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/configuration/how_to_provide_access_to_fusion_transportation_intelligence_for_a_user.htm,configuration/how_to_provide_access_to_fusion_transportation_intelligence_for_a_user.htm,html/configuration/how_to_provide_access_to_fusion_transportation_intelligence_for_a_user.htm,configuration,configuration,How to Provide Access to Transportation Intelligence for a User,14,200,2026-02-12T17:06:42.278448
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/business_intelligence/about_business_intelligence.htm,business_intelligence/about_business_intelligence.htm,html/business_intelligence/about_business_intelligence.htm,business_intelligence,business_intelligence,About Transportation Intelligence,18,200,2026-02-12T17:06:42.435370
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/modeling_network/analytics/lnm_dashboard.htm,modeling_network/analytics/lnm_dashboard.htm,html/modeling_network/analytics/lnm_dashboard.htm,modeling_network,modeling_network/analytics,Logistics Network Modeling Dashboard,11,200,2026-02-12T17:06:42.575359
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/machine_learning/analytics/about_logistics_machine_learning_intelligence.htm,machine_learning/analytics/about_logistics_machine_learning_intelligence.htm,html/machine_learning/analytics/about_logistics_machine_learning_intelligence.htm,machine_learning,machine_learning/analytics,About Logistics Machine Learning Intelligence,12,200,2026-02-12T17:06:42.738790
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/user_management/manage_domain.htm,user_management/manage_domain.htm,html/user_management/manage_domain.htm,user_management,user_management,Manage Domain,8,200,2026-02-12T17:06:42.923462
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/user_management/vpd_profile.htm,user_management/vpd_profile.htm,html/user_management/vpd_profile.htm,user_management,user_management,About VPD Profiles,12,200,2026-02-12T17:06:43.069495
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/gti/gti_dashboard.htm,gti/gti_dashboard.htm,html/gti/gti_dashboard.htm,gti,gti,GTI Dashboard,15,200,2026-02-12T17:06:43.296411
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/user_management/access_control_list.htm,user_management/access_control_list.htm,html/user_management/access_control_list.htm,user_management,user_management,Access Control List,14,200,2026-02-12T17:06:43.458821
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/modeling_network/analytics/about_logistics_network_modeling_analytics.htm,modeling_network/analytics/about_logistics_network_modeling_analytics.htm,html/modeling_network/analytics/about_logistics_network_modeling_analytics.htm,modeling_network,modeling_network/analytics,About Logistics Network Modeling Intelligence,13,200,2026-02-12T17:06:43.655245
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/business_intelligence/dashboard.htm,business_intelligence/dashboard.htm,html/business_intelligence/dashboard.htm,business_intelligence,business_intelligence,Transportation Intelligence Main Dashboard,19,200,2026-02-12T17:06:43.886410
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/gti/gtoi_intell_dv.htm,gti/gtoi_intell_dv.htm,html/gti/gtoi_intell_dv.htm,gti,gti,Global Trade Operational Intelligence Data Visualization,13,200,2026-02-12T17:06:44.235863
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/planning/power_data/25_general/business_intelligence_role.htm,planning/power_data/25_general/business_intelligence_role.htm,html/planning/power_data/25_general/business_intelligence_role.htm,planning,planning/power_data,Business Intelligence Roles for Transportation Intelligence and Global Trade Intelligence,33,200,2026-02-12T17:06:44.464514
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/gti/about_global_trade_operational_intelligence.htm,gti/about_global_trade_operational_intelligence.htm,html/gti/about_global_trade_operational_intelligence.htm,gti,gti,About Global Trade Operational Intelligence,11,200,2026-02-12T17:06:44.683180
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/settlement/auto_approve_rule_mgr/new_autoapprove_profile.htm,settlement/auto_approve_rule_mgr/new_autoapprove_profile.htm,html/settlement/auto_approve_rule_mgr/new_autoapprove_profile.htm,settlement,settlement/auto_approve_rule_mgr,Invoice Approve Rule Profile,9,200,2026-02-12T17:06:44.961754
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/business_intelligence/about_trans_op_intell.htm,business_intelligence/about_trans_op_intell.htm,html/business_intelligence/about_trans_op_intell.htm,business_intelligence,business_intelligence,About Transportation Operational Intelligence,16,200,2026-02-12T17:06:45.230050
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/document_manager/document_use_profile.htm,document_manager/document_use_profile.htm,html/document_manager/document_use_profile.htm,document_manager,document_manager,Document Use Profile,9,200,2026-02-12T17:06:45.466838
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/user_management/add_domain.htm,user_management/add_domain.htm,html/user_management/add_domain.htm,user_management,user_management,Add Domains,15,200,2026-02-12T17:06:45.718903
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmol/gti/about_global_trade_intelligence.htm,gti/about_global_trade_intelligence.htm,html/gti/about_global_trade_intelligence.htm,gti,gti,About Global Trade Intelligence,17,200,2026-02-12T17:06:45.911307
