url,relative_path,local_html_path,topic,subtopic,title,size_kb,status,timestamp
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/email-validation-and-troubleshooting.html,transportation/25c/otmca/email-validation-and-troubleshooting.html,html/transportation/25c/otmca_administration_guide/email-validation-and-troubleshooting.html,transportation,transportation/25c,Email Validation and Troubleshooting,7,200,2026-02-13T13:09:08.993762
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/integration-best-practices.html,transportation/25c/otmca/integration-best-practices.html,html/transportation/25c/otmca_administration_guide/integration-best-practices.html,transportation,transportation/25c,Integration Best Practices,10,200,2026-02-13T13:09:09.493039
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/Chunk897734574.html,transportation/25c/otmca/Chunk897734574.html,html/transportation/25c/otmca_administration_guide/Chunk897734574.html,transportation,transportation/25c,Configuring Transportation Intelligence,12,200,2026-02-13T13:09:09.922864
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/synchronize-user-s-to-assign-the-user-to-a-business-intelligence-role.html,transportation/25c/otmca/synchronize-user-s-to-assign-the-user-to-a-business-intelligence-role.html,html/transportation/25c/otmca_administration_guide/synchronize-user-s-to-assign-the-user-to-a-business-intelligence-role.html,transportation,transportation/25c,Synchronize User(s) to Assign the User to a Business Intelligence Role,7,200,2026-02-13T13:09:10.020991
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/list-of-example-urls.html,transportation/25c/otmca/list-of-example-urls.html,html/transportation/25c/otmca_administration_guide/list-of-example-urls.html,transportation,transportation/25c,List of Example URLs,8,200,2026-02-13T13:09:10.454957
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/oracle-analytics-and-reporting-configuration-overview.html,transportation/25c/otmca/oracle-analytics-and-reporting-configuration-overview.html,html/transportation/25c/otmca_administration_guide/oracle-analytics-and-reporting-configuration-overview.html,transportation,transportation/25c,Oracle Analytics and Reporting Configuration Overview,7,200,2026-02-13T13:09:10.660283
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/agents-and-workflow-best-practices.html,transportation/25c/otmca/agents-and-workflow-best-practices.html,html/transportation/25c/otmca_administration_guide/agents-and-workflow-best-practices.html,transportation,transportation/25c,Agents and Workflow Best Practices,7,200,2026-02-13T13:09:11.197343
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/global-currency-supported-in-ti-and-gti.html,transportation/25c/otmca/global-currency-supported-in-ti-and-gti.html,html/transportation/25c/otmca_administration_guide/global-currency-supported-in-ti-and-gti.html,transportation,transportation/25c,Global Currencies Supported in TI and GTI,11,200,2026-02-13T13:09:11.615293
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/configure-properties-for-oracle-analytics-cloud.html,transportation/25c/otmca/configure-properties-for-oracle-analytics-cloud.html,html/transportation/25c/otmca_administration_guide/configure-properties-for-oracle-analytics-cloud.html,transportation,transportation/25c,Configure IDCS Properties,9,200,2026-02-13T13:09:11.699887
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/configure-allow-otm-workbench-to-embed-analytics-and-data-visualization-content.html,transportation/25c/otmca/configure-allow-otm-workbench-to-embed-analytics-and-data-visualization-content.html,html/transportation/25c/otmca_administration_guide/configure-allow-otm-workbench-to-embed-analytics-and-data-visualization-content.html,transportation,transportation/25c,Configure Allow OTM Workbench to Embed Analytics and Data Visualization Content,7,200,2026-02-13T13:09:12.106692
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/oracle-analytics-server-and-oracle-analytics-cloud.html,transportation/25c/otmca/oracle-analytics-server-and-oracle-analytics-cloud.html,html/transportation/25c/otmca_administration_guide/oracle-analytics-server-and-oracle-analytics-cloud.html,transportation,transportation/25c,Identify if You're Using Oracle Analytics Server or Oracle Analytics Cloud,7,200,2026-02-13T13:09:12.865029
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/custom-sql-best-practices.html,transportation/25c/otmca/custom-sql-best-practices.html,html/transportation/25c/otmca_administration_guide/custom-sql-best-practices.html,transportation,transportation/25c,Custom SQL Best Practices,11,200,2026-02-13T13:09:13.398735
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/enabling-fiscal-calendars.html,transportation/25c/otmca/enabling-fiscal-calendars.html,html/transportation/25c/otmca_administration_guide/enabling-fiscal-calendars.html,transportation,transportation/25c,Enabling Fiscal Calendars,6,200,2026-02-13T13:09:13.816646
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/configure-an-external-system.html,transportation/25c/otmca/configure-an-external-system.html,html/transportation/25c/otmca_administration_guide/configure-an-external-system.html,transportation,transportation/25c,Configure an External System,9,200,2026-02-13T13:09:14.379786
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/calling-oracle-analytics-web-service-apis.html,transportation/25c/otmca/calling-oracle-analytics-web-service-apis.html,html/transportation/25c/otmca_administration_guide/calling-oracle-analytics-web-service-apis.html,transportation,transportation/25c,Calling Oracle Analytics Web Service APIs,6,200,2026-02-13T13:09:14.793127
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/accessing-business-intelligence-publisher-directly.html,transportation/25c/otmca/accessing-business-intelligence-publisher-directly.html,html/transportation/25c/otmca_administration_guide/accessing-business-intelligence-publisher-directly.html,transportation,transportation/25c,Accessing Oracle Analytics Publisher,7,200,2026-02-13T13:09:15.202715
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/configuration.html,transportation/25c/otmca/configuration.html,html/transportation/25c/otmca_administration_guide/configuration.html,transportation,transportation/25c,Enabling Transportation Intelligence and Global Trade Intelligence,11,200,2026-02-13T13:09:15.623206
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/enhanced-workbench-best-practices.html,transportation/25c/otmca/enhanced-workbench-best-practices.html,html/transportation/25c/otmca_administration_guide/enhanced-workbench-best-practices.html,transportation,transportation/25c,Enhanced Workbench Best Practices,11,200,2026-02-13T13:09:16.159627
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/configure-oracle-identity-cloud-service.html,transportation/25c/otmca/configure-oracle-identity-cloud-service.html,html/transportation/25c/otmca_administration_guide/configure-oracle-identity-cloud-service.html,transportation,transportation/25c,Create Oracle Identity Cloud Service Confidential Application,9,200,2026-02-13T13:09:16.269465
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/configuring-oracle-analytics-cloud-for-generating-reports.html,transportation/25c/otmca/configuring-oracle-analytics-cloud-for-generating-reports.html,html/transportation/25c/otmca_administration_guide/configuring-oracle-analytics-cloud-for-generating-reports.html,transportation,transportation/25c,Managing User Roles for Oracle Analytics Cloud,8,200,2026-02-13T13:09:16.859494
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/optimization-best-practices.html,transportation/25c/otmca/optimization-best-practices.html,html/transportation/25c/otmca_administration_guide/optimization-best-practices.html,transportation,transportation/25c,Optimization Best Practices,7,200,2026-02-13T13:09:17.078323
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/enable-user-synchronization-from-otm-to-idcs.html,transportation/25c/otmca/enable-user-synchronization-from-otm-to-idcs.html,html/transportation/25c/otmca_administration_guide/enable-user-synchronization-from-otm-to-idcs.html,transportation,transportation/25c,Enable User Synchronization from OTM to IDCS,7,200,2026-02-13T13:09:17.528231
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/manually-assigning-users-to-groups-in-the-identity-cloud-service-console.html,transportation/25c/otmca/manually-assigning-users-to-groups-in-the-identity-cloud-service-console.html,html/transportation/25c/otmca_administration_guide/manually-assigning-users-to-groups-in-the-identity-cloud-service-console.html,transportation,transportation/25c,Manually Assigning Users to Groups in the Identity Cloud Service Console,15,200,2026-02-13T13:09:18.245063
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/report-best-practices.html,transportation/25c/otmca/report-best-practices.html,html/transportation/25c/otmca_administration_guide/report-best-practices.html,transportation,transportation/25c,Report Best Practices,17,200,2026-02-13T13:09:18.955600
https://docs.oracle.com/en/cloud/saas/transportation/25c/otmca/troubleshooting-maintenance-best-practices.html,transportation/25c/otmca/troubleshooting-maintenance-best-practices.html,html/transportation/25c/otmca_administration_guide/troubleshooting-maintenance-best-practices.html,transportation,transportation/25c,Troubleshooting/Maintenance Best Practices,7,200,2026-02-13T13:09:19.504171
